"","EXPERIMENTAL_UNIT","DDT","plant","INCIDENCIA","SEVERIDAD","planta","TRATAMIENTO"
"1","1",12,"DDI",0,0,1,"50 % Si"
"2","1",12,"DDI",0,0,2,"50 % Si"
"3","1",12,"DDI",0,0,3,"50 % Si"
"4","1",12,"DDI",0,0,4,"50 % Si"
"5","1",12,"DDI",0,0,5,"50 % Si"
"6","1",12,"DDI",0,0,6,"50 % Si"
"7","1",12,"DDI",0,0,7,"50 % Si"
"8","1",12,"DDI",0,0,8,"50 % Si"
"9","1",12,"DDI",0,0,9,"50 % Si"
"10","1",12,"DDI",0,0,10,"50 % Si"
"11","1",12,"DDI",0,0,1,"150 % OR"
"12","1",12,"DDI",1,3,2,"150 % OR"
"13","1",12,"DDI",1,3,3,"150 % OR"
"14","1",12,"DDI",0,0,4,"150 % OR"
"15","1",12,"DDI",0,0,5,"150 % OR"
"16","1",12,"DDI",0,0,6,"150 % OR"
"17","1",12,"DDI",0,0,7,"150 % OR"
"18","1",12,"DDI",0,0,1,"CERO F"
"19","1",12,"DDI",0,0,2,"CERO F"
"20","1",12,"DDI",0,0,3,"CERO F"
"21","1",12,"DDI",0,0,4,"CERO F"
"22","1",12,"DDI",0,0,5,"CERO F"
"23","1",12,"DDI",0,0,6,"CERO F"
"24","1",12,"DDI",0,0,7,"CERO F"
"25","1",12,"DDI",0,0,1,"100 % Si"
"26","1",12,"DDI",0,0,2,"100 % Si"
"27","1",12,"DDI",0,0,3,"100 % Si"
"28","1",12,"DDI",0,0,4,"100 % Si"
"29","1",12,"DDI",0,0,5,"100 % Si"
"30","1",12,"DDI",1,1,6,"100 % Si"
"31","1",12,"DDI",0,0,7,"100 % Si"
"32","1",12,"DDI",0,0,1,"50 % OR"
"33","1",12,"DDI",0,0,2,"50 % OR"
"34","1",12,"DDI",0,0,3,"50 % OR"
"35","1",12,"DDI",0,0,4,"50 % OR"
"36","1",12,"DDI",0,0,5,"50 % OR"
"37","1",12,"DDI",0,0,6,"50 % OR"
"38","1",12,"DDI",0,0,7,"50 % OR"
"39","1",12,"DDI",1,1,8,"50 % OR"
"40","1",12,"DDI",0,0,1,"100 % OR"
"41","1",12,"DDI",0,0,2,"100 % OR"
"42","1",12,"DDI",0,0,3,"100 % OR"
"43","1",12,"DDI",0,0,4,"100 % OR"
"44","1",12,"DDI",0,0,5,"100 % OR"
"45","1",12,"DDI",0,0,6,"100 % OR"
"46","1",12,"DDI",1,2,7,"100 % OR"
"47","1",12,"DDI",0,0,1,"150 % Si"
"48","1",12,"DDI",0,0,2,"150 % Si"
"49","1",12,"DDI",0,0,3,"150 % Si"
"50","1",12,"DDI",0,0,4,"150 % Si"
"51","1",12,"DDI",0,0,5,"150 % Si"
"52","1",12,"DDI",1,1,6,"150 % Si"
"53","1",12,"DDI",0,0,7,"150 % Si"
"54","2",12,"DDI",0,0,1,"50 % Si"
"55","2",12,"DDI",1,1,2,"50 % Si"
"56","2",12,"DDI",0,0,3,"50 % Si"
"57","2",12,"DDI",0,0,4,"50 % Si"
"58","2",12,"DDI",0,0,5,"50 % Si"
"59","2",12,"DDI",0,0,6,"50 % Si"
"60","2",12,"DDI",0,0,7,"50 % Si"
"61","2",12,"DDI",0,0,1,"150 % OR"
"62","2",12,"DDI",1,3,2,"150 % OR"
"63","2",12,"DDI",0,0,3,"150 % OR"
"64","2",12,"DDI",0,0,4,"150 % OR"
"65","2",12,"DDI",0,0,5,"150 % OR"
"66","2",12,"DDI",0,0,6,"150 % OR"
"67","2",12,"DDI",0,0,7,"150 % OR"
"68","2",12,"DDI",0,0,1,"CERO F"
"69","2",12,"DDI",0,0,2,"CERO F"
"70","2",12,"DDI",0,0,3,"CERO F"
"71","2",12,"DDI",0,0,4,"CERO F"
"72","2",12,"DDI",0,0,5,"CERO F"
"73","2",12,"DDI",0,0,6,"CERO F"
"74","2",12,"DDI",0,0,7,"CERO F"
"75","2",12,"DDI",0,0,1,"100 % Si"
"76","2",12,"DDI",0,0,2,"100 % Si"
"77","2",12,"DDI",0,0,3,"100 % Si"
"78","2",12,"DDI",0,0,4,"100 % Si"
"79","2",12,"DDI",0,0,5,"100 % Si"
"80","2",12,"DDI",1,1,6,"100 % Si"
"81","2",12,"DDI",0,0,7,"100 % Si"
"82","2",12,"DDI",0,0,1,"50 % OR"
"83","2",12,"DDI",0,0,2,"50 % OR"
"84","2",12,"DDI",0,0,3,"50 % OR"
"85","2",12,"DDI",0,0,4,"50 % OR"
"86","2",12,"DDI",0,0,5,"50 % OR"
"87","2",12,"DDI",0,0,6,"50 % OR"
"88","2",12,"DDI",0,0,7,"50 % OR"
"89","2",12,"DDI",0,0,8,"50 % OR"
"90","2",12,"DDI",0,0,9,"50 % OR"
"91","2",12,"DDI",0,0,1,"100 % OR"
"92","2",12,"DDI",0,0,2,"100 % OR"
"93","2",12,"DDI",0,0,3,"100 % OR"
"94","2",12,"DDI",0,0,4,"100 % OR"
"95","2",12,"DDI",0,0,5,"100 % OR"
"96","2",12,"DDI",0,0,6,"100 % OR"
"97","2",12,"DDI",0,0,7,"100 % OR"
"98","2",12,"DDI",0,0,1,"150 % Si"
"99","2",12,"DDI",1,3,2,"150 % Si"
"100","2",12,"DDI",0,0,3,"150 % Si"
"101","2",12,"DDI",1,1,4,"150 % Si"
"102","2",12,"DDI",0,0,5,"150 % Si"
"103","2",12,"DDI",0,0,6,"150 % Si"
"104","2",12,"DDI",0,0,7,"150 % Si"
"105","3",12,"DDI",0,0,1,"50 % Si"
"106","3",12,"DDI",0,0,2,"50 % Si"
"107","3",12,"DDI",0,0,3,"50 % Si"
"108","3",12,"DDI",0,0,4,"50 % Si"
"109","3",12,"DDI",0,0,5,"50 % Si"
"110","3",12,"DDI",0,0,6,"50 % Si"
"111","3",12,"DDI",0,0,1,"150 % OR"
"112","3",12,"DDI",0,0,2,"150 % OR"
"113","3",12,"DDI",0,0,3,"150 % OR"
"114","3",12,"DDI",0,0,4,"150 % OR"
"115","3",12,"DDI",0,0,5,"150 % OR"
"116","3",12,"DDI",0,0,6,"150 % OR"
"117","3",12,"DDI",0,0,7,"150 % OR"
"118","3",12,"DDI",0,0,1,"CERO F"
"119","3",12,"DDI",0,0,2,"CERO F"
"120","3",12,"DDI",0,0,3,"CERO F"
"121","3",12,"DDI",0,0,4,"CERO F"
"122","3",12,"DDI",0,0,5,"CERO F"
"123","3",12,"DDI",0,0,6,"CERO F"
"124","3",12,"DDI",0,0,1,"100 % Si"
"125","3",12,"DDI",0,0,2,"100 % Si"
"126","3",12,"DDI",0,0,3,"100 % Si"
"127","3",12,"DDI",0,0,4,"100 % Si"
"128","3",12,"DDI",0,0,5,"100 % Si"
"129","3",12,"DDI",0,0,6,"100 % Si"
"130","3",12,"DDI",1,1,7,"100 % Si"
"131","3",12,"DDI",0,0,1,"50 % OR"
"132","3",12,"DDI",0,0,2,"50 % OR"
"133","3",12,"DDI",0,0,3,"50 % OR"
"134","3",12,"DDI",0,0,4,"50 % OR"
"135","3",12,"DDI",0,0,5,"50 % OR"
"136","3",12,"DDI",0,0,6,"50 % OR"
"137","3",12,"DDI",0,0,1,"100 % OR"
"138","3",12,"DDI",0,0,2,"100 % OR"
"139","3",12,"DDI",0,0,3,"100 % OR"
"140","3",12,"DDI",0,0,4,"100 % OR"
"141","3",12,"DDI",0,0,5,"100 % OR"
"142","3",12,"DDI",0,0,6,"100 % OR"
"143","3",12,"DDI",0,0,7,"100 % OR"
"144","3",12,"DDI",0,0,1,"150 % Si"
"145","3",12,"DDI",0,0,2,"150 % Si"
"146","3",12,"DDI",1,2,3,"150 % Si"
"147","3",12,"DDI",1,1,4,"150 % Si"
"148","3",12,"DDI",1,2,5,"150 % Si"
"149","3",12,"DDI",0,0,6,"150 % Si"
"150","3",12,"DDI",0,0,7,"150 % Si"
"151","1",16,"DDI",0,0,1,"50 % Si"
"152","1",16,"DDI",0,0,2,"50 % Si"
"153","1",16,"DDI",0,0,3,"50 % Si"
"154","1",16,"DDI",0,0,4,"50 % Si"
"155","1",16,"DDI",0,0,5,"50 % Si"
"156","1",16,"DDI",0,0,6,"50 % Si"
"157","1",16,"DDI",0,0,7,"50 % Si"
"158","1",16,"DDI",0,0,8,"50 % Si"
"159","1",16,"DDI",0,0,9,"50 % Si"
"160","1",16,"DDI",0,0,10,"50 % Si"
"161","1",16,"DDI",0,0,1,"150 % OR"
"162","1",16,"DDI",1,3,2,"150 % OR"
"163","1",16,"DDI",1,3,3,"150 % OR"
"164","1",16,"DDI",0,0,4,"150 % OR"
"165","1",16,"DDI",0,0,5,"150 % OR"
"166","1",16,"DDI",0,0,6,"150 % OR"
"167","1",16,"DDI",0,0,7,"150 % OR"
"168","1",16,"DDI",0,0,1,"CERO F"
"169","1",16,"DDI",0,0,2,"CERO F"
"170","1",16,"DDI",0,0,3,"CERO F"
"171","1",16,"DDI",0,0,4,"CERO F"
"172","1",16,"DDI",0,0,5,"CERO F"
"173","1",16,"DDI",0,0,6,"CERO F"
"174","1",16,"DDI",0,0,7,"CERO F"
"175","1",16,"DDI",0,0,1,"100 % Si"
"176","1",16,"DDI",0,0,2,"100 % Si"
"177","1",16,"DDI",1,1,3,"100 % Si"
"178","1",16,"DDI",0,0,4,"100 % Si"
"179","1",16,"DDI",0,0,5,"100 % Si"
"180","1",16,"DDI",0,0,6,"100 % Si"
"181","1",16,"DDI",0,0,7,"100 % Si"
"182","1",16,"DDI",0,0,1,"50 % OR"
"183","1",16,"DDI",0,0,2,"50 % OR"
"184","1",16,"DDI",0,0,3,"50 % OR"
"185","1",16,"DDI",0,0,4,"50 % OR"
"186","1",16,"DDI",0,0,5,"50 % OR"
"187","1",16,"DDI",0,0,6,"50 % OR"
"188","1",16,"DDI",0,0,7,"50 % OR"
"189","1",16,"DDI",1,1,8,"50 % OR"
"190","1",16,"DDI",0,0,1,"100 % OR"
"191","1",16,"DDI",0,0,2,"100 % OR"
"192","1",16,"DDI",0,0,3,"100 % OR"
"193","1",16,"DDI",1,2,4,"100 % OR"
"194","1",16,"DDI",0,0,5,"100 % OR"
"195","1",16,"DDI",0,0,6,"100 % OR"
"196","1",16,"DDI",0,0,7,"100 % OR"
"197","1",16,"DDI",0,0,1,"150 % Si"
"198","1",16,"DDI",0,0,2,"150 % Si"
"199","1",16,"DDI",0,0,3,"150 % Si"
"200","1",16,"DDI",1,2,4,"150 % Si"
"201","1",16,"DDI",0,0,5,"150 % Si"
"202","1",16,"DDI",1,1,6,"150 % Si"
"203","1",16,"DDI",1,1,7,"150 % Si"
"204","2",16,"DDI",0,0,1,"50 % Si"
"205","2",16,"DDI",1,2,2,"50 % Si"
"206","2",16,"DDI",0,0,3,"50 % Si"
"207","2",16,"DDI",0,0,4,"50 % Si"
"208","2",16,"DDI",0,0,5,"50 % Si"
"209","2",16,"DDI",1,1,6,"50 % Si"
"210","2",16,"DDI",0,0,7,"50 % Si"
"211","2",16,"DDI",0,0,1,"150 % OR"
"212","2",16,"DDI",1,3,2,"150 % OR"
"213","2",16,"DDI",0,0,3,"150 % OR"
"214","2",16,"DDI",0,0,4,"150 % OR"
"215","2",16,"DDI",0,0,6,"150 % OR"
"216","2",16,"DDI",0,0,7,"150 % OR"
"217","2",16,"DDI",0,0,8,"150 % OR"
"218","2",16,"DDI",0,0,1,"CERO F"
"219","2",16,"DDI",0,0,2,"CERO F"
"220","2",16,"DDI",0,0,3,"CERO F"
"221","2",16,"DDI",0,0,4,"CERO F"
"222","2",16,"DDI",0,0,5,"CERO F"
"223","2",16,"DDI",0,0,6,"CERO F"
"224","2",16,"DDI",0,0,7,"CERO F"
"225","2",16,"DDI",0,0,1,"100 % Si"
"226","2",16,"DDI",0,0,2,"100 % Si"
"227","2",16,"DDI",0,0,3,"100 % Si"
"228","2",16,"DDI",0,0,4,"100 % Si"
"229","2",16,"DDI",0,0,5,"100 % Si"
"230","2",16,"DDI",1,2,6,"100 % Si"
"231","2",16,"DDI",0,0,7,"100 % Si"
"232","2",16,"DDI",0,0,1,"50 % OR"
"233","2",16,"DDI",0,0,2,"50 % OR"
"234","2",16,"DDI",0,0,3,"50 % OR"
"235","2",16,"DDI",0,0,4,"50 % OR"
"236","2",16,"DDI",0,0,5,"50 % OR"
"237","2",16,"DDI",0,0,6,"50 % OR"
"238","2",16,"DDI",0,0,7,"50 % OR"
"239","2",16,"DDI",0,0,8,"50 % OR"
"240","2",16,"DDI",0,0,9,"50 % OR"
"241","2",16,"DDI",0,0,1,"100 % OR"
"242","2",16,"DDI",0,0,2,"100 % OR"
"243","2",16,"DDI",0,0,3,"100 % OR"
"244","2",16,"DDI",0,0,4,"100 % OR"
"245","2",16,"DDI",0,0,5,"100 % OR"
"246","2",16,"DDI",0,0,6,"100 % OR"
"247","2",16,"DDI",0,0,7,"100 % OR"
"248","2",16,"DDI",0,0,1,"150 % Si"
"249","2",16,"DDI",1,3,2,"150 % Si"
"250","2",16,"DDI",0,0,3,"150 % Si"
"251","2",16,"DDI",0,0,4,"150 % Si"
"252","2",16,"DDI",0,0,5,"150 % Si"
"253","2",16,"DDI",0,0,6,"150 % Si"
"254","2",16,"DDI",0,0,7,"150 % Si"
"255","3",16,"DDI",0,0,1,"50 % Si"
"256","3",16,"DDI",0,0,2,"50 % Si"
"257","3",16,"DDI",0,0,3,"50 % Si"
"258","3",16,"DDI",0,0,4,"50 % Si"
"259","3",16,"DDI",0,0,5,"50 % Si"
"260","3",16,"DDI",0,0,6,"50 % Si"
"261","3",16,"DDI",0,0,1,"150 % OR"
"262","3",16,"DDI",0,0,2,"150 % OR"
"263","3",16,"DDI",0,0,3,"150 % OR"
"264","3",16,"DDI",0,0,4,"150 % OR"
"265","3",16,"DDI",0,0,5,"150 % OR"
"266","3",16,"DDI",0,0,6,"150 % OR"
"267","3",16,"DDI",0,0,7,"150 % OR"
"268","3",16,"DDI",0,0,1,"CERO F"
"269","3",16,"DDI",0,0,2,"CERO F"
"270","3",16,"DDI",0,0,3,"CERO F"
"271","3",16,"DDI",0,0,4,"CERO F"
"272","3",16,"DDI",0,0,5,"CERO F"
"273","3",16,"DDI",0,0,6,"CERO F"
"274","3",16,"DDI",0,0,1,"100 % Si"
"275","3",16,"DDI",0,0,2,"100 % Si"
"276","3",16,"DDI",0,0,3,"100 % Si"
"277","3",16,"DDI",0,0,4,"100 % Si"
"278","3",16,"DDI",0,0,5,"100 % Si"
"279","3",16,"DDI",0,0,6,"100 % Si"
"280","3",16,"DDI",0,0,7,"100 % Si"
"281","3",16,"DDI",0,0,1,"50 % OR"
"282","3",16,"DDI",0,0,2,"50 % OR"
"283","3",16,"DDI",0,0,3,"50 % OR"
"284","3",16,"DDI",0,0,4,"50 % OR"
"285","3",16,"DDI",0,0,5,"50 % OR"
"286","3",16,"DDI",0,0,6,"50 % OR"
"287","3",16,"DDI",0,0,1,"100 % OR"
"288","3",16,"DDI",0,0,2,"100 % OR"
"289","3",16,"DDI",0,0,3,"100 % OR"
"290","3",16,"DDI",0,0,4,"100 % OR"
"291","3",16,"DDI",0,0,5,"100 % OR"
"292","3",16,"DDI",0,0,6,"100 % OR"
"293","3",16,"DDI",0,0,7,"100 % OR"
"294","3",16,"DDI",0,0,1,"150 % Si"
"295","3",16,"DDI",0,0,2,"150 % Si"
"296","3",16,"DDI",1,2,3,"150 % Si"
"297","3",16,"DDI",1,1,4,"150 % Si"
"298","3",16,"DDI",1,2,5,"150 % Si"
"299","3",16,"DDI",1,1,6,"150 % Si"
"300","3",16,"DDI",1,1,7,"150 % Si"
"301","1",19,"DDI",0,0,1,"50 % Si"
"302","1",19,"DDI",0,0,2,"50 % Si"
"303","1",19,"DDI",0,0,3,"50 % Si"
"304","1",19,"DDI",0,0,4,"50 % Si"
"305","1",19,"DDI",0,0,5,"50 % Si"
"306","1",19,"DDI",0,0,6,"50 % Si"
"307","1",19,"DDI",0,0,7,"50 % Si"
"308","1",19,"DDI",0,0,8,"50 % Si"
"309","1",19,"DDI",0,0,9,"50 % Si"
"310","1",19,"DDI",0,0,10,"50 % Si"
"311","1",19,"DDI",0,0,1,"150 % OR"
"312","1",19,"DDI",1,3,2,"150 % OR"
"313","1",19,"DDI",1,3,3,"150 % OR"
"314","1",19,"DDI",0,0,4,"150 % OR"
"315","1",19,"DDI",0,0,5,"150 % OR"
"316","1",19,"DDI",0,0,6,"150 % OR"
"317","1",19,"DDI",0,0,7,"150 % OR"
"318","1",19,"DDI",0,0,1,"CERO F"
"319","1",19,"DDI",0,0,2,"CERO F"
"320","1",19,"DDI",0,0,3,"CERO F"
"321","1",19,"DDI",0,0,4,"CERO F"
"322","1",19,"DDI",0,0,5,"CERO F"
"323","1",19,"DDI",0,0,6,"CERO F"
"324","1",19,"DDI",0,0,7,"CERO F"
"325","1",19,"DDI",0,0,1,"100 % Si"
"326","1",19,"DDI",0,0,2,"100 % Si"
"327","1",19,"DDI",1,1,3,"100 % Si"
"328","1",19,"DDI",0,0,4,"100 % Si"
"329","1",19,"DDI",0,0,5,"100 % Si"
"330","1",19,"DDI",0,0,6,"100 % Si"
"331","1",19,"DDI",1,1,7,"100 % Si"
"332","1",19,"DDI",0,0,1,"50 % OR"
"333","1",19,"DDI",0,0,2,"50 % OR"
"334","1",19,"DDI",0,0,3,"50 % OR"
"335","1",19,"DDI",0,0,4,"50 % OR"
"336","1",19,"DDI",0,0,5,"50 % OR"
"337","1",19,"DDI",0,0,6,"50 % OR"
"338","1",19,"DDI",0,0,7,"50 % OR"
"339","1",19,"DDI",1,1,8,"50 % OR"
"340","1",19,"DDI",0,0,1,"100 % OR"
"341","1",19,"DDI",0,0,2,"100 % OR"
"342","1",19,"DDI",0,0,3,"100 % OR"
"343","1",19,"DDI",1,2,4,"100 % OR"
"344","1",19,"DDI",0,0,5,"100 % OR"
"345","1",19,"DDI",0,0,6,"100 % OR"
"346","1",19,"DDI",0,0,7,"100 % OR"
"347","1",19,"DDI",0,0,1,"150 % Si"
"348","1",19,"DDI",0,0,2,"150 % Si"
"349","1",19,"DDI",0,0,3,"150 % Si"
"350","1",19,"DDI",1,2,4,"150 % Si"
"351","1",19,"DDI",0,0,5,"150 % Si"
"352","1",19,"DDI",1,2,6,"150 % Si"
"353","1",19,"DDI",1,2,7,"150 % Si"
"354","2",19,"DDI",0,0,1,"50 % Si"
"355","2",19,"DDI",1,2,2,"50 % Si"
"356","2",19,"DDI",0,0,3,"50 % Si"
"357","2",19,"DDI",0,0,4,"50 % Si"
"358","2",19,"DDI",0,0,5,"50 % Si"
"359","2",19,"DDI",1,2,6,"50 % Si"
"360","2",19,"DDI",0,0,7,"50 % Si"
"361","2",19,"DDI",0,0,1,"150 % OR"
"362","2",19,"DDI",1,3,2,"150 % OR"
"363","2",19,"DDI",0,0,3,"150 % OR"
"364","2",19,"DDI",0,0,4,"150 % OR"
"365","2",19,"DDI",0,0,5,"150 % OR"
"366","2",19,"DDI",0,0,6,"150 % OR"
"367","2",19,"DDI",0,0,7,"150 % OR"
"368","2",19,"DDI",0,0,1,"CERO F"
"369","2",19,"DDI",0,0,2,"CERO F"
"370","2",19,"DDI",0,0,3,"CERO F"
"371","2",19,"DDI",0,0,4,"CERO F"
"372","2",19,"DDI",0,0,5,"CERO F"
"373","2",19,"DDI",0,0,6,"CERO F"
"374","2",19,"DDI",0,0,7,"CERO F"
"375","2",19,"DDI",0,0,1,"100 % Si"
"376","2",19,"DDI",0,0,2,"100 % Si"
"377","2",19,"DDI",0,0,3,"100 % Si"
"378","2",19,"DDI",0,0,4,"100 % Si"
"379","2",19,"DDI",0,0,5,"100 % Si"
"380","2",19,"DDI",1,3,6,"100 % Si"
"381","2",19,"DDI",0,0,7,"100 % Si"
"382","2",19,"DDI",0,0,1,"50 % OR"
"383","2",19,"DDI",0,0,2,"50 % OR"
"384","2",19,"DDI",1,1,3,"50 % OR"
"385","2",19,"DDI",0,0,4,"50 % OR"
"386","2",19,"DDI",0,0,5,"50 % OR"
"387","2",19,"DDI",0,0,6,"50 % OR"
"388","2",19,"DDI",0,0,7,"50 % OR"
"389","2",19,"DDI",0,0,8,"50 % OR"
"390","2",19,"DDI",0,0,9,"50 % OR"
"391","2",19,"DDI",0,0,1,"100 % OR"
"392","2",19,"DDI",0,0,2,"100 % OR"
"393","2",19,"DDI",0,0,3,"100 % OR"
"394","2",19,"DDI",0,0,4,"100 % OR"
"395","2",19,"DDI",0,0,5,"100 % OR"
"396","2",19,"DDI",0,0,6,"100 % OR"
"397","2",19,"DDI",0,0,7,"100 % OR"
"398","2",19,"DDI",0,0,1,"150 % Si"
"399","2",19,"DDI",1,3,2,"150 % Si"
"400","2",19,"DDI",0,0,3,"150 % Si"
"401","2",19,"DDI",1,1,4,"150 % Si"
"402","2",19,"DDI",0,0,5,"150 % Si"
"403","2",19,"DDI",0,0,6,"150 % Si"
"404","2",19,"DDI",0,0,7,"150 % Si"
"405","3",19,"DDI",0,0,1,"50 % Si"
"406","3",19,"DDI",0,0,2,"50 % Si"
"407","3",19,"DDI",0,0,3,"50 % Si"
"408","3",19,"DDI",0,0,4,"50 % Si"
"409","3",19,"DDI",1,1,5,"50 % Si"
"410","3",19,"DDI",0,0,6,"50 % Si"
"411","3",19,"DDI",0,0,1,"150 % OR"
"412","3",19,"DDI",0,0,2,"150 % OR"
"413","3",19,"DDI",0,0,3,"150 % OR"
"414","3",19,"DDI",0,0,4,"150 % OR"
"415","3",19,"DDI",0,0,5,"150 % OR"
"416","3",19,"DDI",0,0,6,"150 % OR"
"417","3",19,"DDI",0,0,7,"150 % OR"
"418","3",19,"DDI",0,0,1,"CERO F"
"419","3",19,"DDI",0,0,2,"CERO F"
"420","3",19,"DDI",0,0,3,"CERO F"
"421","3",19,"DDI",0,0,4,"CERO F"
"422","3",19,"DDI",0,0,5,"CERO F"
"423","3",19,"DDI",0,0,6,"CERO F"
"424","3",19,"DDI",1,1,1,"100 % Si"
"425","3",19,"DDI",0,0,2,"100 % Si"
"426","3",19,"DDI",0,0,3,"100 % Si"
"427","3",19,"DDI",1,1,4,"100 % Si"
"428","3",19,"DDI",0,0,5,"100 % Si"
"429","3",19,"DDI",0,0,6,"100 % Si"
"430","3",19,"DDI",0,0,7,"100 % Si"
"431","3",19,"DDI",0,0,1,"50 % OR"
"432","3",19,"DDI",0,0,2,"50 % OR"
"433","3",19,"DDI",0,0,3,"50 % OR"
"434","3",19,"DDI",0,0,4,"50 % OR"
"435","3",19,"DDI",0,0,5,"50 % OR"
"436","3",19,"DDI",0,0,6,"50 % OR"
"437","3",19,"DDI",0,0,1,"100 % OR"
"438","3",19,"DDI",0,0,2,"100 % OR"
"439","3",19,"DDI",0,0,3,"100 % OR"
"440","3",19,"DDI",0,0,4,"100 % OR"
"441","3",19,"DDI",0,0,5,"100 % OR"
"442","3",19,"DDI",0,0,6,"100 % OR"
"443","3",19,"DDI",0,0,7,"100 % OR"
"444","3",19,"DDI",0,0,1,"150 % Si"
"445","3",19,"DDI",0,0,2,"150 % Si"
"446","3",19,"DDI",1,3,3,"150 % Si"
"447","3",19,"DDI",1,1,4,"150 % Si"
"448","3",19,"DDI",1,3,5,"150 % Si"
"449","3",19,"DDI",1,1,6,"150 % Si"
"450","3",19,"DDI",1,1,7,"150 % Si"
"451","1",23,"DDI",1,1,1,"50 % Si"
"452","1",23,"DDI",1,1,2,"50 % Si"
"453","1",23,"DDI",0,0,3,"50 % Si"
"454","1",23,"DDI",0,0,4,"50 % Si"
"455","1",23,"DDI",0,0,5,"50 % Si"
"456","1",23,"DDI",0,0,6,"50 % Si"
"457","1",23,"DDI",0,0,7,"50 % Si"
"458","1",23,"DDI",0,0,8,"50 % Si"
"459","1",23,"DDI",0,0,9,"50 % Si"
"460","1",23,"DDI",0,0,10,"50 % Si"
"461","1",23,"DDI",0,0,1,"150 % OR"
"462","1",23,"DDI",1,3,2,"150 % OR"
"463","1",23,"DDI",1,3,3,"150 % OR"
"464","1",23,"DDI",0,0,4,"150 % OR"
"465","1",23,"DDI",0,0,5,"150 % OR"
"466","1",23,"DDI",0,0,6,"150 % OR"
"467","1",23,"DDI",0,0,7,"150 % OR"
"468","1",23,"DDI",0,0,1,"CERO F"
"469","1",23,"DDI",0,0,2,"CERO F"
"470","1",23,"DDI",0,0,3,"CERO F"
"471","1",23,"DDI",0,0,4,"CERO F"
"472","1",23,"DDI",0,0,5,"CERO F"
"473","1",23,"DDI",0,0,6,"CERO F"
"474","1",23,"DDI",0,0,7,"CERO F"
"475","1",23,"DDI",0,0,1,"100 % Si"
"476","1",23,"DDI",0,0,2,"100 % Si"
"477","1",23,"DDI",1,1,3,"100 % Si"
"478","1",23,"DDI",0,0,4,"100 % Si"
"479","1",23,"DDI",0,0,5,"100 % Si"
"480","1",23,"DDI",1,2,6,"100 % Si"
"481","1",23,"DDI",1,2,7,"100 % Si"
"482","1",23,"DDI",0,0,1,"50 % OR"
"483","1",23,"DDI",0,0,2,"50 % OR"
"484","1",23,"DDI",0,0,3,"50 % OR"
"485","1",23,"DDI",0,0,4,"50 % OR"
"486","1",23,"DDI",0,0,5,"50 % OR"
"487","1",23,"DDI",0,0,6,"50 % OR"
"488","1",23,"DDI",1,2,7,"50 % OR"
"489","1",23,"DDI",1,2,8,"50 % OR"
"490","1",23,"DDI",1,1,1,"100 % OR"
"491","1",23,"DDI",0,0,2,"100 % OR"
"492","1",23,"DDI",0,0,3,"100 % OR"
"493","1",23,"DDI",1,2,4,"100 % OR"
"494","1",23,"DDI",0,0,5,"100 % OR"
"495","1",23,"DDI",0,0,6,"100 % OR"
